id,Item,EmpName,Storage & Organization
4003,6162m,Jim Kriz,Telephones and Communication
4004,Staples Bulk Pack Metal Binder Clips,Jim Kriz,Rubber Bands
4005,Ibico EPK-21 Electric Binding System,Arthur Prichep,Binders and Binder Accessories
4006,HP Office Paper (20Lb. and 87 Bright),Arthur Prichep,Paper
4007,GBC DocuBind 200 Manual Binding Machine,Harold Ryan,Binders and Binder Accessories
4008,Smead Adjustable Mobile File Trolley with Lockable Top,Cathy Prescott,Storage & Organization
4009,Xerox 1897,Jim Kriz,Paper
4010,Luxo Economy Swing Arm Lamp,Liz Willingham,Office Furnishings
4011,Keytronic French Keyboard,Stephanie Ulpright,Computer Peripherals
4012,"Sanford EarthWrite� Recycled Pencils, Medium Soft, #2",Stephanie Ulpright,Pens & Art Supplies
4013,Avery File Folder Labels,Robert Marley,Labels
4014,Security-Tint Envelopes,Lindsay Shagiari,Envelopes
4015,Staples Battery-Operated Desktop Pencil Sharpener,John Lucas,Pens & Art Supplies
4016,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Odella Nelson,Binders and Binder Accessories
4017,Prismacolor Color Pencil Set,Arthur Prichep,Pens & Art Supplies
4018,"Quartet Omega� Colored Chalk, 12/Pack",Arthur Prichep,Pens & Art Supplies
4019,Carina 42"Hx23 3/4"W Media Storage Unit,Guy Phonely,Storage & Organization
4020,i2000,Denny Blanton,Telephones and Communication
4021,US Robotics 56K V.92 External Faxmodem,Denny Blanton,Computer Peripherals
4022,Avery 511,Steve Nguyen,Labels
4023,Xerox 215,Sean O'Donnell,Paper
4024,8260,Sally Hughsby,Telephones and Communication
4025,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Jas O'Carroll,Computer Peripherals
4026,Xerox 227,Jas O'Carroll,Paper
4027,DPC 650 Piper,Jas O'Carroll,Telephones and Communication
4028,"Master Giant Foot� Doorstop, Safety Yellow",Jas O'Carroll,Office Furnishings
4029,Global Adaptabilities� Conference Tables,Sally Hughsby,Tables
4030,Accessory35,Sally Hughsby,Telephones and Communication
4031,Iceberg OfficeWorks 42" Round Tables,Sally Hughsby,Tables
4032,"Dixon Ticonderoga� Erasable Colored Pencil Set, 12-Color",Odella Nelson,Pens & Art Supplies
4033,DAX Wood Document Frame.,Matt Connell,Office Furnishings
4034,Xerox 1898,Matt Connell,Paper
4035,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Guy Phonely,Binders and Binder Accessories
4036,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Alejandro Grove,Office Furnishings
4037,600 Series Non-Flip,Lindsay Shagiari,Telephones and Communication
4038,Xerox 1961,Denny Blanton,Paper
4039,Acme� Elite Stainless Steel Scissors,Denny Blanton,"Scissors, Rulers and Trimmers"
4040,Fellowes Mighty 8 Compact Surge Protector,Harold Ryan,Appliances
4041,Fellowes 8 Outlet Superior Workstation Surge Protector,Kean Nguyen,Appliances
4042,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Xylona Price,Pens & Art Supplies
4043,M70,Xylona Price,Telephones and Communication
4044,Ibico EB-19 Dual Function Manual Binding System,Sean O'Donnell,Binders and Binder Accessories
4045,Howard Miller 13" Diameter Goldtone Round Wall Clock,Arthur Prichep,Office Furnishings
4046,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Arthur Prichep,Storage & Organization
4047,Hon iLevel� Computer Training Table,Arthur Prichep,Tables
4048,Bell Sonecor JB700 Caller ID,Sally Hughsby,Telephones and Communication
4049,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Laura Armstrong,Paper
4050,Bagged Rubber Bands,Laura Armstrong,Rubber Bands
4051,Logitech Internet Navigator Keyboard,Jim Kriz,Computer Peripherals
4052,9-3/4 Diameter Round Wall Clock,Jim Kriz,Office Furnishings
4053,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Lena Radford,Computer Peripherals
4054,Xerox 1991,Lena Radford,Paper
4055,Bell Sonecor JB700 Caller ID,Lena Radford,Telephones and Communication
4056,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Ryan Akin,Binders and Binder Accessories
4057,Acco Suede Grain Vinyl Round Ring Binder,Robert Marley,Binders and Binder Accessories
4058,Staples #10 Colored Envelopes,Robert Marley,Envelopes
4059,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Xylona Price,Appliances
4060,Eldon Expressions Mahogany Wood Desk Collection,Vivek Grady,Office Furnishings
4061,Xerox 1893,Vivek Grady,Paper
4062,Advantus Panel Wall Certificate Holder - 8.5x11,John Lucas,Office Furnishings
4063,Iceberg OfficeWorks 42" Round Tables,Vivek Grady,Tables
4064,Okidata ML520 Series Dot Matrix Printers,Scott Cohen,Office Machines
4065,Fellowes Command Center 5-outlet power strip,Karen Daniels,Appliances
4066,"Maxell Pro 80 Minute CD-R, 10/Pack",Karen Daniels,Computer Peripherals
4067,Iceberg OfficeWorks 42" Round Tables,Karen Daniels,Tables
4068,Maxell 4.7GB DVD-R,John Lucas,Computer Peripherals
4069,Computer Printout Paper with Letter-Trim Perforations,John Lucas,Paper
4070,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Liz Willingham,Office Furnishings
4071,SANFORD Liquid Accent� Tank-Style Highlighters,Liz Willingham,Pens & Art Supplies
4072,5180,Liz Willingham,Telephones and Communication
4073,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Cathy Prescott,Bookcases
4074,Gyration Ultra Cordless Optical Suite,Steve Nguyen,Computer Peripherals
4075,Xerox 1963,Steve Nguyen,Paper
4076,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Lindsay Shagiari,Computer Peripherals
4077,Xerox 1998,Sean O'Donnell,Paper
4078,"Sanford Colorific Colored Pencils, 12/Box",Sean O'Donnell,Pens & Art Supplies
4079,Avery Hole Reinforcements,Robert Marley,Binders and Binder Accessories
4080,Belkin Premiere Surge Master II 8-outlet surge protector,Katherine Nockton,Appliances
4081,"Fellowes Basic 104-Key Keyboard, Platinum",Katherine Nockton,Computer Peripherals
4082,KI Conference Tables,Sam Zeldin,Tables
4083,Xerox 1959,Harold Ryan,Paper
4084,Avery 494,Xylona Price,Labels
4085,Executive Impressions 13" Chairman Wall Clock,Xylona Price,Office Furnishings
4086,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Xylona Price,Storage & Organization
4087,Anderson Hickey Conga Table Tops & Accessories,Lena Radford,Tables
4088,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Jas O'Carroll,Binders and Binder Accessories
4089,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty� Dirt Cup,Alejandro Grove,Appliances
4090,Quality Park Security Envelopes,Alejandro Grove,Envelopes
4091,Eldon Jumbo ProFile� Portable File Boxes Graphite/Black,Alejandro Grove,Storage & Organization
4092,Hanging Personal Folder File,Mick Hernandez,Storage & Organization
4093,Xerox 1922,Ben Ferrer,Paper
4094,Hon Olson Stacker Stools,Todd Sumrall,Chairs & Chairmats
4095,"Trav-L-File Heavy-Duty Shuttle II, Black",Todd Sumrall,Storage & Organization
4096,Accessory2,Todd Sumrall,Telephones and Communication
4097,Adams "While You Were Out" Message Pads,Sean O'Donnell,Paper
4098,"Master Giant Foot� Doorstop, Safety Yellow",Laura Armstrong,Office Furnishings
4099,Xerox 1983,Jane Waco,Paper
4100,Avery 498,Jane Waco,Labels
4101,Xerox 210,Jane Waco,Paper
4102,Xerox 1894,Guy Phonely,Paper
4103,Newell 338,Pamela Coakley,Pens & Art Supplies
4104,Microsoft Multimedia Keyboard,Vivek Grady,Computer Peripherals
4105,Avery 506,Vivek Grady,Labels
4106,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Ben Ferrer,Appliances
4107,"Master Giant Foot� Doorstop, Safety Yellow",Ben Ferrer,Office Furnishings
4108,DAX Clear Channel Poster Frame,Chris Selesnick,Office Furnishings
4109,Newell 337,Matt Connell,Pens & Art Supplies
4110,Hayes Optima 56K V.90 Internal Voice Modem,Matt Connell,Computer Peripherals
4111,Xerox 23,Matt Connell,Paper
4112,Staples Colored Interoffice Envelopes,Jim Kriz,Envelopes
4113,Electrix Fluorescent Magnifier Lamps & Weighted Base,Jim Kriz,Office Furnishings
4114,"Wilson Jones Hanging View Binder, White, 1""",Stephanie Ulpright,Binders and Binder Accessories
4115,i2000,Stephanie Ulpright,Telephones and Communication
4116,"6"" Cubicle Wall Clock, Black",Alejandro Grove,Office Furnishings
4117,5165,Chris Selesnick,Telephones and Communication
4118,Xerox Blank Computer Paper,Sandra Flanagan,Paper
4119,Howard Miller 16" Diameter Gallery Wall Clock,Sally Hughsby,Office Furnishings
4120,StarTAC 7760,Jim Kriz,Telephones and Communication
4121,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Scott Cohen,Office Machines
4122,Hewlett-Packard 2600DN Business Color Inkjet Printer,Guy Phonely,Office Machines
4123,Xerox 1951,Odella Nelson,Paper
4124,Boston KS Multi-Size Manual Pencil Sharpener,Odella Nelson,Pens & Art Supplies
4125,Pizazz� Global Quick File�,Odella Nelson,Storage & Organization
4126,Bush Advantage Collection� Round Conference Table,Odella Nelson,Tables
4127,Xerox 196,Ben Ferrer,Paper
4128,Gyration Ultra Professional Cordless Optical Suite,Steve Nguyen,Computer Peripherals
4129,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Harold Ryan,Chairs & Chairmats
4130,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Harold Ryan,Computer Peripherals
4131,"Bush Westfield Collection Bookcases, Fully Assembled",Matt Connell,Bookcases
4132,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Matt Connell,Computer Peripherals
4133,Global Troy� Executive Leather Low-Back Tilter,Liz Willingham,Chairs & Chairmats
4134,Xerox 1881,Kean Nguyen,Paper
4135,Boston 19500 Mighty Mite Electric Pencil Sharpener,Katherine Nockton,Pens & Art Supplies
4136,GBC DocuBind TL300 Electric Binding System,Alejandro Grove,Binders and Binder Accessories
4137,Hon Deluxe Fabric Upholstered Stacking Chairs,Alejandro Grove,Chairs & Chairmats
4138,Chromcraft 48" x 96" Racetrack Double Pedestal Table,Katherine Nockton,Tables
4139,"TOPS Voice Message Log Book, Flash Format",Kean Nguyen,Paper
4140,Logitech Internet Navigator Keyboard,Harold Ryan,Computer Peripherals
4141,"Eldon Im�ge� Series Desk Accessories, Clear",Sam Zeldin,Office Furnishings
4142,Newell 338,Jas O'Carroll,Pens & Art Supplies
4143,Plymouth Boxed Rubber Bands by Plymouth,Robert Marley,Rubber Bands
4144,Accessory32,Robert Marley,Telephones and Communication
4145,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Stephanie Ulpright,Paper
4146,SAFCO Folding Chair Trolley,Harold Ryan,Chairs & Chairmats
4147,Newell 35,Mick Hernandez,Pens & Art Supplies
4148,"Fellowes Internet Keyboard, Platinum",Tony Chapman,Computer Peripherals
4149,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Robert Marley,Paper
4150,Bevis 36 x 72 Conference Tables,Robert Marley,Tables
4151,Ibico EB-19 Dual Function Manual Binding System,Jay Kimmel,Binders and Binder Accessories
4152,Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book,Jay Kimmel,Paper
4153,EcoTones� Memo Sheets,Laura Armstrong,Paper
4154,Howard Miller 16" Diameter Gallery Wall Clock,Bill Overfelt,Office Furnishings
4155,Seth Thomas 13 1/2" Wall Clock,Bill Overfelt,Office Furnishings
4156,Bevis Round Bullnose 29" High Table Top,Herbert Flentye,Tables
4157,"Deflect-o SuperTray� Unbreakable Stackable Tray, Letter, Black",Ryan Akin,Office Furnishings
4158,"Panasonic All Digital Answering System with Caller ID*, KX-TM150B",Ryan Akin,Telephones and Communication
4159,StarTAC 7797,Ryan Akin,Telephones and Communication
4160,T61,John Lucas,Telephones and Communication
4161,GBC DocuBind P100 Manual Binding Machine,Vivek Grady,Binders and Binder Accessories
4162,"80 Minute CD-R Spindle, 100/Pack - Staples",Vivek Grady,Computer Peripherals
4163,Xerox 207,Vivek Grady,Paper
4164,Boston 19500 Mighty Mite Electric Pencil Sharpener,Jane Waco,Pens & Art Supplies
4165,GBC Linen Binding Covers,Xylona Price,Binders and Binder Accessories
4166,#10- 4 1/8" x 9 1/2" Security-Tint Envelopes,Xylona Price,Envelopes
4167,Xerox 210,Xylona Price,Paper
4168,"Fellowes Internet Keyboard, Platinum",Bill Overfelt,Computer Peripherals
4169,Ames Color-File� Green Diamond Border X-ray Mailers,Steve Nguyen,Envelopes
4170,"Quartet Alpha� White Chalk, 12/Pack",Steve Nguyen,Pens & Art Supplies
4171,Xerox 1982,John Lucas,Paper
4172,Super Decoflex Portable Personal File,John Lucas,Storage & Organization
4173,"Array� Parchment Paper, Assorted Colors",Laura Armstrong,Paper
4174,XtraLife� ClearVue� Slant-D� Ring Binders by Cardinal,Harold Ryan,Binders and Binder Accessories
4175,"Memorex Slim 80 Minute CD-R, 10/Pack",Harold Ryan,Computer Peripherals
4176,Staples 6 Outlet Surge,Lena Radford,Appliances
4177,Xerox 217,Lena Radford,Paper
4178,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Vivek Grady,Pens & Art Supplies
4179,Fellowes Officeware� Wire Shelving,Vivek Grady,Storage & Organization
4180,"Eldon Expressions� Desk Accessory, Wood Photo Frame, Mahogany",Jas O'Carroll,Office Furnishings
4181,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,John Castell,Office Machines
4182,"Maxell Pro 80 Minute CD-R, 10/Pack",Bill Overfelt,Computer Peripherals
4183,Xerox 1940,Bill Overfelt,Paper
4184,Euro Pro Shark Stick Mini Vacuum,Jim Kriz,Appliances
4185,"Memorex 80 Minute CD-R Spindle, 100/Pack",Sally Hughsby,Computer Peripherals
4186,CF 688,Sean O'Donnell,Telephones and Communication
4187,"Eureka Sanitaire � Multi-Pro Heavy-Duty Upright, Disposable Bags",Sean O'Donnell,Appliances
4188,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Sean O'Donnell,Computer Peripherals
4189,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Sean O'Donnell,Office Furnishings
4190,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Nat Carroll,Binders and Binder Accessories
4191,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Nat Carroll,Envelopes
4192,3285,John Lucas,Telephones and Communication
4193,"Quartet Alpha� White Chalk, 12/Pack",Stephanie Ulpright,Pens & Art Supplies
4194,Economy Rollaway Files,Stephanie Ulpright,Storage & Organization
4195,Avery Binder Labels,Stephanie Ulpright,Binders and Binder Accessories
4196,Hon 4700 Series Mobuis� Mid-Back Task Chairs with Adjustable Arms,Stephanie Ulpright,Chairs & Chairmats
4197,Rubber Band Ball,Bill Overfelt,Rubber Bands
4198,Avery 507,Alejandro Grove,Labels
4199,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Alejandro Grove,Tables
4200,6120,John Lucas,Telephones and Communication
4201,Staples 6 Outlet Surge,Jim Kriz,Appliances
4202,Binder Posts,Jim Kriz,Binders and Binder Accessories
4203,Advantus Push Pins,Cathy Prescott,Rubber Bands
4204,Logitech Cordless Access Keyboard,Vivek Grady,Computer Peripherals
4205,"Companion Letter/Legal File, Black",Todd Sumrall,Storage & Organization
4206,#10- 4 1/8" x 9 1/2" Recycled Envelopes,Sarah Foster,Envelopes
4207,Xerox 1924,Sarah Foster,Paper
4208,Accessory24,Sarah Foster,Telephones and Communication
4209,Accessory32,Sarah Foster,Telephones and Communication
4210,Vinyl Sectional Post Binders,Tony Chapman,Binders and Binder Accessories
4211,iDEN i95,Tony Chapman,Telephones and Communication
4212,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Alejandro Grove,Chairs & Chairmats
4213,Xerox 1932,Steve Nguyen,Paper
4214,4009� Highlighters by Sanford,Steve Nguyen,Pens & Art Supplies
4215,Newell 310,Steve Nguyen,Pens & Art Supplies
4216,Fellowes Staxonsteel� Drawer Files,Steve Nguyen,Storage & Organization
4217,Binder Posts,Laura Armstrong,Binders and Binder Accessories
4218,"Fellowes Strictly Business� Drawer File, Letter/Legal Size",Laura Armstrong,Storage & Organization
4219,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Laura Armstrong,Binders and Binder Accessories
4220,Bevis Rectangular Conference Tables,Laura Armstrong,Tables
4221,Xerox 1894,Sandra Flanagan,Paper
4222,688,Sandra Flanagan,Telephones and Communication
4223,Accessory41,Arthur Prichep,Telephones and Communication
4224,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Ryan Akin,Computer Peripherals
4225,"Hot File� 7-Pocket, Floor Stand",Nat Carroll,Storage & Organization
4226,StarTAC ST7762,Nat Carroll,Telephones and Communication
4227,Acme� Design Stainless Steel Bent Scissors,Stephanie Ulpright,"Scissors, Rulers and Trimmers"
4228,Bush Advantage Collection� Racetrack Conference Table,Stephanie Ulpright,Tables
4229,Imation DVD-RAM discs,Katherine Nockton,Computer Peripherals
4230,6340,Jane Waco,Telephones and Communication
4231,Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac,Sally Hughsby,Appliances
4232,Avery 510,Sally Hughsby,Labels
4233,Dana Swing-Arm Lamps,Sally Hughsby,Office Furnishings
4234,"Sanford EarthWrite� Recycled Pencils, Medium Soft, #2",Lena Radford,Pens & Art Supplies
4235,Staples Standard Envelopes,John Castell,Envelopes
4236,Global Troy� Executive Leather Low-Back Tilter,John Lucas,Chairs & Chairmats
4237,Chromcraft Bull-Nose Wood 48" x 96" Rectangular Conference Tables,John Lucas,Tables
4238,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Katherine Nockton,Chairs & Chairmats
4239,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",John Lucas,Storage & Organization
4240,Southworth 25% Cotton Antique Laid Paper & Envelopes,Karen Daniels,Paper
4241,"Tennsco Lockers, Gray",Karen Daniels,Storage & Organization
4242,Riverside Furniture Stanwyck Manor Table Series,Karen Daniels,Tables
4243,Belkin F9M820V08 8 Outlet Surge,Scott Cohen,Appliances
4244,Office Star - Task Chair with Contemporary Loop Arms,Steve Nguyen,Chairs & Chairmats
4245,Binder Posts,Sarah Foster,Binders and Binder Accessories
4246,Alliance Rubber Bands,Vivek Grady,Rubber Bands
4247,Xerox 1993,Stuart Calhoun,Paper
4248,"File Shuttle II and Handi-File, Black",Stuart Calhoun,Storage & Organization
4249,Electrix Fluorescent Magnifier Lamps & Weighted Base,Matt Connell,Office Furnishings
4250,Logitech Cordless Elite Duo,John Castell,Computer Peripherals
4251,6185,John Castell,Telephones and Communication
4252,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",John Lucas,Paper
4253,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",John Castell,Office Furnishings
4254,"Wilson Jones Hanging View Binder, White, 1""",Vivek Grady,Binders and Binder Accessories
4255,Newell 339,Vivek Grady,Pens & Art Supplies
4256,"Avery Flip-Chart Easel Binder, Black",Arthur Prichep,Binders and Binder Accessories
4257,Xerox 197,Sally Hughsby,Paper
4258,Fellowes PB300 Plastic Comb Binding Machine,Greg Hansen,Binders and Binder Accessories
4259,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Karen Daniels,Computer Peripherals
4260,Nu-Dell Leatherette Frames,Greg Hansen,Office Furnishings
4261,GBC DocuBind 300 Electric Binding Machine,Alejandro Grove,Binders and Binder Accessories
4262,"Black Print Carbonless Snap-Off� Rapid Letter, 8 1/2"" x 7""",Lindsay Shagiari,Paper
4263,Staples Bulk Pack Metal Binder Clips,Darrin Martin,Rubber Bands
4264,Xerox 1922,Ken Brennan,Paper
4265,Xerox 1984,Ken Brennan,Paper
4266,"Eldon Base for stackable storage shelf, platinum",Ken Brennan,Storage & Organization
4267,Fellowes Stor/Drawer� Steel Plus� Storage Drawers,Max Jones,Storage & Organization
4268,Wilson Jones Impact Binders,Lena Creighton,Binders and Binder Accessories
4269,Accessory20,Lena Creighton,Telephones and Communication
4270,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Ken Brennan,Storage & Organization
4271,Ibico Presentation Index for Binding Systems,Joe Kamberova,Binders and Binder Accessories
4272,Xerox 207,Joe Kamberova,Paper
4273,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Barry Franz,Office Furnishings
4274,Okidata ML320 Series Turbo Dot Matrix Printers,Barry Franz,Office Machines
4275,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Odella Nelson,Computer Peripherals
4276,"#10 White Business Envelopes,4 1/8 x 9 1/2",Odella Nelson,Envelopes
4277,X-Rack� File for Hanging Folders,Max Jones,Storage & Organization
4278,"Belkin 325VA UPS Surge Protector, 6'",Filia McAdams,Appliances
4279,"Global Deluxe Stacking Chair, Gray",Filia McAdams,Chairs & Chairmats
4280,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Filia McAdams,Computer Peripherals
4281,Durable Pressboard Binders,Maureen Fritzler,Binders and Binder Accessories
4282,Belkin 6 Outlet Metallic Surge Strip,Lena Creighton,Appliances
4283,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Max Jones,Paper
4284,Xerox 1948,Max Jones,Paper
4285,Ibico Recycled Linen-Style Covers,Dennis Bolton,Binders and Binder Accessories
4286,Vinyl Sectional Post Binders,Dennis Bolton,Binders and Binder Accessories
4287,GBC Standard Plastic Binding Systems Combs,Maureen Fritzler,Binders and Binder Accessories
4288,Keytronic Designer 104- Key Black Keyboard,Art Foster,Computer Peripherals
4289,DAX Natural Wood-Tone Poster Frame,Art Foster,Office Furnishings
4290,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Erica Hackney,Office Furnishings
4291,Xerox 1932,Erica Hackney,Paper
4292,Holmes Odor Grabber,Don Weiss,Appliances
4293,Microsoft Natural Keyboard Elite,Jessica Myrick,Computer Peripherals
4294,Round Specialty Laser Printer Labels,Darrin Martin,Labels
4295,Array� Memo Cubes,Darrin Martin,Paper
4296,Multimedia Mailers,Bruce Degenhardt,Envelopes
4297,9-3/4 Diameter Round Wall Clock,Bruce Degenhardt,Office Furnishings
4298,Accessory39,Bruce Degenhardt,Telephones and Communication
4299,600 Series Non-Flip,Jenna Caffey,Telephones and Communication
4300,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Kalyca Meade,Envelopes
4301,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Dennis Bolton,Pens & Art Supplies
4302,Hon Olson Stacker Stools,Jenna Caffey,Chairs & Chairmats
4303,Wilson Jones Impact Binders,Max Jones,Binders and Binder Accessories
4304,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Lena Creighton,Paper
4305,Avery 501,Art Foster,Labels
4306,Newell 336,Ken Brennan,Pens & Art Supplies
4307,Xerox 188,Jenna Caffey,Paper
4308,"Eldon� Image Series Desk Accessories, Burgundy",Troy Blackwell,Office Furnishings
4309,Accessory24,Troy Blackwell,Telephones and Communication
4310,Accessory27,Troy Blackwell,Telephones and Communication
4311,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jessica Myrick,Chairs & Chairmats
4312,Microsoft Internet Keyboard,Harry Marie,Computer Peripherals
4313,Logitech Cordless Navigator Duo,Erica Hackney,Computer Peripherals
4314,Xerox 1917,Erica Hackney,Paper
4315,Heavy-Duty E-Z-D� Binders,Lena Creighton,Binders and Binder Accessories
4316,Eldon� 500 Class� Desk Accessories,Lena Creighton,Office Furnishings
4317,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Troy Blackwell,Computer Peripherals
4318,Targus USB Numeric Keypad,Troy Blackwell,Computer Peripherals
4319,12 Colored Short Pencils,Troy Blackwell,Pens & Art Supplies
4320,"Global Leather and Oak Executive Chair, Black",Troy Blackwell,Chairs & Chairmats
4321,Large Capacity Hanging Post Binders,Patricia Hirasaki,Binders and Binder Accessories
4322,Wausau Papers Astrobrights� Colored Envelopes,Dennis Bolton,Envelopes
4323,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Ken Brennan,Office Furnishings
4324,Xerox 1947,Ken Brennan,Paper
4325,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Harry Marie,Bookcases
4326,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Clytie Kelty,Office Furnishings
4327,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Mark Cousins,Appliances
4328,Honeywell Quietcare HEPA Air Cleaner,Art Foster,Appliances
4329,Acme� Elite Stainless Steel Scissors,Art Foster,"Scissors, Rulers and Trimmers"
4330,Xerox 1935,Odella Nelson,Paper
4331,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Odella Nelson,Pens & Art Supplies
4332,Executive Impressions 14" Contract Wall Clock with Quartz Movement,Clytie Kelty,Office Furnishings
4333,Rogers Handheld Barrel Pencil Sharpener,Clytie Kelty,Pens & Art Supplies
4334,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Jim Sink,Paper
4335,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Steven Roelle,Bookcases
4336,Xerox 1907,Steven Roelle,Paper
4337,Letter Slitter,Harry Marie,"Scissors, Rulers and Trimmers"
4338,Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac,Clytie Kelty,Appliances
4339,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Clytie Kelty,Office Machines
4340,Avery 511,Don Weiss,Labels
4341,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Don Weiss,Office Furnishings
4342,KI Conference Tables,Don Weiss,Tables
4343,"Avery Flip-Chart Easel Binder, Black",Fred Wasserman,Binders and Binder Accessories
4344,"Perma STOR-ALL� Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Fred Wasserman,Storage & Organization
4345,Belkin MediaBoard 104- Keyboard,Jessica Myrick,Computer Peripherals
4346,Computer Printout Paper with Letter-Trim Perforations,Jessica Myrick,Paper
4347,Staples 10" Round Wall Clock,Kalyca Meade,Office Furnishings
4348,Eldon� 500 Class� Desk Accessories,Lena Creighton,Office Furnishings
4349,i1000plus,Lena Creighton,Telephones and Communication
4350,GBC Standard Therm-A-Bind Covers,Beth Thompson,Binders and Binder Accessories
4351,2190,Maureen Fritzler,Telephones and Communication
4352,Xerox 1997,Pete Takahito,Paper
4353,StarTAC Analog,Lena Creighton,Telephones and Communication
4354,Xerox 1952,Rob Haberlin,Paper
4355,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Beth Thompson,Binders and Binder Accessories
4356,8860,Beth Thompson,Telephones and Communication
4357,Safco Industrial Wire Shelving,Jenna Caffey,Storage & Organization
4358,"Metal Folding Chairs, Beige, 4/Carton",Rob Haberlin,Chairs & Chairmats
4359,"IBM 80 Minute CD-R Spindle, 50/Pack",Fred Wasserman,Computer Peripherals
4360,Fluorescent Highlighters by Dixon,Fred Wasserman,Pens & Art Supplies
4361,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Don Weiss,Office Furnishings
4362,Binder Clips by OIC,Don Weiss,Rubber Bands
4363,GBC Recycled Grain Textured Covers,Lena Creighton,Binders and Binder Accessories
4364,"Avery Flip-Chart Easel Binder, Black",Max Jones,Binders and Binder Accessories
4365,Bevis Boat-Shaped Conference Table,Max Jones,Tables
4366,Xerox 194,Clytie Kelty,Paper
